Price,Open,High,Low,Close,Adj Close,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,Open,High,Low,Close,Adj Close,Volume
11/18/1993,464.8299866,464.8800049,461.730011,463.6199951,463.6199951,313490000
11/19/1993,463.5899963,463.6000061,460.0299988,462.6000061,462.6000061,302970000
11/22/1993,462.6000061,462.6000061,457.0799866,459.1300049,459.1300049,280130000
11/23/1993,459.1300049,461.769989,458.4700012,461.0299988,461.0299988,260400000
11/24/1993,461.0299988,462.8999939,461.0299988,462.3599854,462.3599854,230630000
11/26/1993,462.3599854,463.6300049,462.3599854,463.0599976,463.0599976,90220000
11/29/1993,463.0599976,464.8299866,461.8299866,461.8999939,461.8999939,272710000
11/30/1993,461.8999939,463.6199951,460.4500122,461.7900085,461.7900085,286660000
12/1/1993,461.9299927,464.4700012,461.6300049,461.8900146,461.8900146,293870000
12/2/1993,461.8900146,463.2200012,461.4500122,463.1099854,463.1099854,256370000
12/3/1993,463.1300049,464.8900146,462.6700134,464.8900146,464.8900146,268360000
12/6/1993,464.8900146,466.8900146,464.3999939,466.4299927,466.4299927,292370000
12/7/1993,466.4299927,466.769989,465.4400024,466.7600098,466.7600098,285690000
12/8/1993,465.8800049,466.730011,465.4200134,466.2900085,466.2900085,314460000
12/9/1993,466.2900085,466.5400085,463.8699951,464.1799927,464.1799927,287570000
12/10/1993,464.1799927,464.8699951,462.6600037,463.9299927,463.9299927,245620000
12/13/1993,463.9299927,465.7099915,462.7099915,465.7000122,465.7000122,256580000
12/14/1993,465.730011,466.1199951,462.4599915,463.0599976,463.0599976,275050000
12/15/1993,463.0599976,463.6900024,461.8399963,461.8399963,461.8399963,331770000
12/16/1993,461.8599854,463.980011,461.8599854,463.3399963,463.3399963,284620000
12/17/1993,463.3399963,466.3800049,463.3399963,466.3800049,466.3800049,363750000
12/20/1993,466.3800049,466.8999939,465.5299988,465.8500061,465.8500061,255900000
12/21/1993,465.8399963,465.9200134,464.0299988,465.2999878,465.2999878,273370000
12/22/1993,465.0799866,467.3800049,465.0799866,467.3200073,467.3200073,272440000
12/23/1993,467.2999878,468.9700012,467.2999878,467.3800049,467.3800049,227240000
12/27/1993,467.3999939,470.5499878,467.3500061,470.5400085,470.5400085,171200000
12/28/1993,470.6099854,471.0499878,469.4299927,470.9400024,470.9400024,200960000
12/29/1993,470.8800049,471.2900085,469.8699951,470.5799866,470.5799866,269570000
12/30/1993,470.5799866,470.5799866,468.0899963,468.6400146,468.6400146,195860000
12/31/1993,468.6600037,470.75,466.4500122,466.4500122,466.4500122,168590000
1/3/1994,466.5100098,466.9400024,464.3599854,465.4400024,465.4400024,270140000
1/4/1994,465.4400024,466.8900146,464.4400024,466.8900146,466.8900146,326600000
1/5/1994,466.8900146,467.8200073,465.9200134,467.5499878,467.5499878,400030000
1/6/1994,467.5499878,469,467.019989,467.1199951,467.1199951,365960000
1/7/1994,467.0899963,470.2600098,467.0299988,469.8999939,469.8999939,324920000
1/10/1994,469.8999939,475.269989,469.5499878,475.269989,475.269989,319490000
1/11/1994,475.269989,475.2799988,473.269989,474.1300049,474.1300049,305490000
1/12/1994,474.1300049,475.0599976,472.1400146,474.1700134,474.1700134,310690000
1/13/1994,474.1700134,474.1700134,471.7999878,472.4700012,472.4700012,277970000
1/14/1994,472.5,475.3200073,472.5,474.9100037,474.9100037,304920000
1/17/1994,474.9100037,474.9100037,472.8399963,473.2999878,473.2999878,233980000
1/18/1994,473.2999878,475.1900024,473.2900085,474.25,474.25,308840000
1/19/1994,474.25,474.7000122,472.2099915,474.2999878,474.2999878,311370000
1/20/1994,474.2999878,475,473.4200134,474.980011,474.980011,310450000
1/21/1994,474.980011,475.5599976,473.7200012,474.7200012,474.7200012,346350000
1/24/1994,474.7200012,475.2000122,471.4899902,471.9700012,471.9700012,296900000
1/25/1994,471.9700012,472.5599976,470.269989,470.9200134,470.9200134,326120000
1/26/1994,470.9200134,473.4400024,470.7200012,473.2000122,473.2000122,304660000
1/27/1994,473.2000122,477.519989,473.2000122,477.0499878,477.0499878,346500000
1/28/1994,477.0499878,479.75,477.0499878,478.7000122,478.7000122,313140000
1/31/1994,478.7000122,482.8500061,478.7000122,481.6099854,481.6099854,322870000
2/1/1994,481.6000061,481.6400146,479.1799927,479.6199951,479.6199951,322510000
2/2/1994,479.6199951,482.230011,479.5700073,482,482,328960000
2/3/1994,481.9599915,481.9599915,478.7099915,480.7099915,480.7099915,318350000
2/4/1994,480.6799927,481.019989,469.2799988,469.8099976,469.8099976,378380000
2/7/1994,469.8099976,472.0899963,467.5700073,471.7600098,471.7600098,348270000
2/8/1994,471.7600098,472.3299866,469.5,471.0499878,471.0499878,318180000
2/9/1994,471.0499878,473.4100037,471.0499878,472.769989,472.769989,332670000
2/10/1994,472.8099976,473.1300049,468.9100037,468.9299927,468.9299927,327250000
2/11/1994,468.9299927,471.1300049,466.8900146,470.1799927,470.1799927,213740000
2/14/1994,470.1799927,471.9899902,469.0499878,470.230011,470.230011,263190000
2/15/1994,470.230011,473.4100037,470.230011,472.519989,472.519989,306790000
2/16/1994,472.5299988,474.1600037,471.9400024,472.7900085,472.7900085,295450000
2/17/1994,472.7900085,475.1199951,468.4400024,470.3399963,470.3399963,340030000
2/18/1994,470.2900085,471.0899963,466.0700073,467.6900024,467.6900024,293210000
2/22/1994,467.6900024,471.6499939,467.5799866,471.4599915,471.4599915,270900000
2/23/1994,471.480011,472.4100037,469.4700012,470.6900024,470.6900024,309910000
2/24/1994,470.6499939,470.6499939,464.2600098,464.2600098,464.2600098,342940000
2/25/1994,464.3299866,466.480011,464.3299866,466.0700073,466.0700073,273680000
2/28/1994,466.0700073,469.1600037,466.0700073,467.1400146,467.1400146,268690000
3/1/1994,467.1900024,467.4299927,462.019989,464.4400024,464.4400024,304450000
3/2/1994,464.3999939,464.8699951,457.4899902,464.8099976,464.8099976,361130000
3/3/1994,464.8099976,464.8299866,462.5,463.0100098,463.0100098,291790000
3/4/1994,463.0299988,466.1600037,462.4100037,464.7399902,464.7399902,311850000
3/7/1994,464.7399902,468.0700073,464.7399902,466.9100037,466.9100037,285590000
3/8/1994,466.9200134,467.7900085,465.019989,465.8800049,465.8800049,298110000
3/9/1994,465.9400024,467.4200134,463.3999939,467.0599976,467.0599976,309810000
3/10/1994,467.0799866,467.2900085,462.4599915,463.8999939,463.8999939,369370000
3/11/1994,463.8599854,466.6099854,462.5400085,466.4400024,466.4400024,303890000
3/14/1994,466.4400024,467.6000061,466.0799866,467.3900146,467.3900146,260150000
3/15/1994,467.3900146,468.9899902,466.0400085,467.0100098,467.0100098,303750000
3/16/1994,467.0400085,469.8500061,465.480011,469.4200134,469.4200134,307640000
3/17/1994,469.4200134,471.0499878,468.6199951,470.8999939,470.8999939,303930000
3/18/1994,470.8900146,471.0899963,467.8299866,471.0599976,471.0599976,462240000
3/21/1994,471.0599976,471.0599976,467.230011,468.5400085,468.5400085,247380000
3/22/1994,468.3999939,470.4700012,467.8800049,468.7999878,468.7999878,282240000
3/23/1994,468.8900146,470.3800049,468.519989,468.5400085,468.5400085,281500000
3/24/1994,468.5700073,468.5700073,462.4100037,464.3500061,464.3500061,303740000
3/25/1994,464.3500061,465.2900085,460.5799866,460.5799866,460.5799866,249640000
3/28/1994,460.5799866,461.1199951,456.1000061,460,460,287350000
3/29/1994,460,460.3200073,452.4299927,452.480011,452.480011,305360000
3/30/1994,452.480011,452.4899902,445.5499878,445.5499878,445.5499878,390520000
3/31/1994,445.5499878,447.1600037,436.1600037,445.769989,445.769989,403580000
4/4/1994,445.6600037,445.6600037,435.8599854,438.9200134,438.9200134,344390000
4/5/1994,439.1400146,448.2900085,439.1400146,448.2900085,448.2900085,365990000
4/6/1994,448.2900085,449.6300049,444.980011,448.0499878,448.0499878,302000000
4/7/1994,448.1099854,451.1000061,446.3800049,450.8800049,450.8800049,289280000
4/8/1994,450.8900146,450.8900146,445.5100098,447.1000061,447.1000061,264090000
4/11/1994,447.1199951,450.3399963,447.1000061,449.8699951,449.8699951,243180000
4/12/1994,449.8299866,450.7999878,447.3299866,447.5700073,447.5700073,257990000
4/13/1994,447.6300049,448.5700073,442.6199951,446.2600098,446.2600098,278030000
4/14/1994,446.2600098,447.5499878,443.5700073,446.3800049,446.3800049,275130000
4/15/1994,446.3800049,447.8500061,445.8099976,446.1799927,446.1799927,309550000
4/18/1994,446.269989,447.8699951,441.480011,442.4599915,442.4599915,271470000
4/19/1994,442.5400085,444.8200073,438.8299866,442.5400085,442.5400085,323280000
4/20/1994,442.5400085,445.0100098,439.3999939,441.9599915,441.9599915,366540000
4/21/1994,441.9599915,449.1400146,441.9599915,448.730011,448.730011,378770000
4/22/1994,448.730011,449.9599915,447.1600037,447.6300049,447.6300049,295710000
4/25/1994,447.6400146,452.7099915,447.5799866,452.7099915,452.7099915,262320000
4/26/1994,452.7099915,452.7900085,450.6600037,451.8699951,451.8699951,288120000
4/28/1994,451.8399963,452.230011,447.9700012,449.1000061,449.1000061,325200000
4/29/1994,449.0700073,451.3500061,447.9100037,450.9100037,450.9100037,293970000
5/2/1994,450.9100037,453.5700073,449.0499878,453.019989,453.019989,296130000
5/3/1994,453.0599976,453.980011,450.5100098,453.0299988,453.0299988,288270000
5/4/1994,453.0400085,453.1099854,449.8699951,451.7200012,451.7200012,267940000
5/5/1994,451.7200012,452.8200073,450.7200012,451.3800049,451.3800049,255690000
5/6/1994,451.3699951,451.3699951,445.6400146,447.8200073,447.8200073,291910000
5/9/1994,447.8200073,447.8200073,441.8399963,442.3200073,442.3200073,250870000
5/10/1994,442.3699951,446.8399963,442.3699951,446.0100098,446.0100098,297660000
5/11/1994,446.0299988,446.0299988,440.7799988,441.4899902,441.4899902,277400000
5/12/1994,441.5,444.7999878,441.5,443.75,443.75,272770000
5/13/1994,443.6199951,444.7200012,441.2099915,444.1400146,444.1400146,252070000
5/16/1994,444.1499939,445.8200073,443.6199951,444.4899902,444.4899902,234700000
5/17/1994,444.4899902,449.3699951,443.7000122,449.3699951,449.3699951,311280000
5/18/1994,449.3900146,454.4500122,448.8699951,453.6900024,453.6900024,337670000
5/19/1994,453.6900024,456.8800049,453,456.480011,456.480011,303680000
5/20/1994,456.480011,456.480011,454.2200012,454.9200134,454.9200134,295180000
5/23/1994,454.9200134,454.9200134,451.7900085,453.2000122,453.2000122,249420000
5/24/1994,453.2099915,456.769989,453.2099915,454.8099976,454.8099976,280040000
5/25/1994,454.8399963,456.3399963,452.2000122,456.3399963,456.3399963,254420000
5/26/1994,456.3299866,457.769989,455.7900085,457.0599976,457.0599976,255740000
5/27/1994,457.0299988,457.3299866,454.6700134,457.3299866,457.3299866,186430000
5/31/1994,457.3200073,457.6099854,455.1600037,456.5,456.5,216700000
6/1/1994,456.5,458.2900085,453.9899902,457.6300049,457.6300049,279910000
6/2/1994,457.6199951,458.5,457.2600098,457.6499939,457.6499939,271630000
6/3/1994,457.6499939,460.8599854,456.269989,460.1300049,460.1300049,271490000
6/6/1994,460.1300049,461.8699951,458.8500061,458.8800049,458.8800049,259080000
6/7/1994,458.8800049,459.4599915,457.6499939,458.2099915,458.2099915,234680000
6/8/1994,458.2099915,459.7399902,455.4299927,457.0599976,457.0599976,256000000
6/9/1994,457.0599976,457.8699951,455.8599854,457.8599854,457.8599854,252870000
6/10/1994,457.8599854,459.480011,457.3599854,458.6700134,458.6700134,222480000
6/13/1994,458.6700134,459.3599854,457.1799927,459.1000061,459.1000061,243640000
6/14/1994,459.1000061,462.519989,459.1000061,462.3699951,462.3699951,288550000
6/15/1994,462.3800049,463.230011,459.9500122,460.6099854,460.6099854,269740000
6/16/1994,460.6099854,461.9299927,459.7999878,461.9299927,461.9299927,256390000
6/17/1994,461.9299927,462.1600037,458.4400024,458.4500122,458.4500122,373450000
6/20/1994,458.4500122,458.4500122,454.4599915,455.480011,455.480011,229520000
6/21/1994,455.480011,455.480011,449.4500122,451.3399963,451.3399963,298730000
6/22/1994,451.3999939,453.9100037,451.3999939,453.0899963,453.0899963,251110000
6/23/1994,453.0899963,454.1600037,449.4299927,449.6300049,449.6300049,256480000
6/24/1994,449.6300049,449.6300049,442.5100098,442.7999878,442.7999878,261260000
6/27/1994,442.7799988,447.7600098,439.8299866,447.3099976,447.3099976,250080000
6/28/1994,447.3599854,448.4700012,443.0799866,446.0700073,446.0700073,267740000
6/29/1994,446.0499878,449.8299866,446.0400085,447.6300049,447.6300049,264430000
6/30/1994,447.6300049,448.6099854,443.6600037,444.269989,444.269989,293410000
7/1/1994,444.269989,446.4500122,443.5799866,446.2000122,446.2000122,199030000
7/5/1994,446.2000122,447.6199951,445.1400146,446.3699951,446.3699951,195410000
7/6/1994,446.2900085,447.2799988,444.1799927,446.1300049,446.1300049,236230000
7/7/1994,446.1499939,448.6400146,446.1499939,448.3800049,448.3800049,259740000
7/8/1994,448.3800049,449.75,446.5299988,449.5499878,449.5499878,236520000
7/11/1994,449.5599976,450.2399902,445.269989,448.0599976,448.0599976,222970000
7/12/1994,448.019989,448.1600037,444.6499939,447.9500122,447.9500122,252250000
7/13/1994,448.0299988,450.0599976,447.9700012,448.730011,448.730011,265840000
7/14/1994,448.730011,454.3299866,448.730011,453.4100037,453.4100037,322330000
7/15/1994,453.2799988,454.3299866,452.7999878,454.1600037,454.1600037,275860000
7/18/1994,454.4100037,455.7099915,453.2600098,455.2200012,455.2200012,227460000
7/19/1994,455.2200012,455.2999878,453.8599854,453.8599854,453.8599854,251530000
7/20/1994,453.8900146,454.1600037,450.6900024,451.6000061,451.6000061,267840000
7/21/1994,451.6000061,453.2200012,451,452.6099854,452.6099854,292120000
7/22/1994,452.6099854,454.0299988,452.3299866,453.1099854,453.1099854,261600000
7/25/1994,453.1000061,454.3200073,452.7600098,454.25,454.25,213470000
7/26/1994,454.25,454.25,452.7799988,453.3599854,453.3599854,232670000
7/27/1994,453.3599854,453.3800049,451.3599854,452.5700073,452.5700073,251680000
7/28/1994,452.5700073,454.9299927,452.2999878,454.2399902,454.2399902,245990000
7/29/1994,454.25,459.3299866,454.25,458.2600098,458.2600098,269560000
8/1/1994,458.2799988,461.0100098,458.0799866,461.0100098,461.0100098,258180000
8/2/1994,461.0100098,462.769989,459.7000122,460.5599976,460.5599976,294740000
8/3/1994,460.6499939,461.4599915,459.5100098,461.4500122,461.4500122,283840000
8/4/1994,461.4500122,461.4899902,458.3999939,458.3999939,458.3999939,289150000
8/5/1994,458.3399963,458.3399963,456.0799866,457.0899963,457.0899963,230270000
8/8/1994,457.0799866,458.2999878,457.0100098,457.8900146,457.8900146,217680000
8/9/1994,457.8900146,458.1600037,456.6600037,457.9200134,457.9200134,259140000
8/10/1994,457.980011,460.480011,457.980011,460.2999878,460.2999878,279500000
8/11/1994,460.3099976,461.4100037,456.8800049,458.8800049,458.8800049,275690000
8/12/1994,458.8800049,462.269989,458.8800049,461.9400024,461.9400024,249280000
8/15/1994,461.9700012,463.3399963,461.2099915,461.230011,461.230011,223210000
8/16/1994,461.2200012,465.2000122,459.8900146,465.0100098,465.0100098,306640000
8/17/1994,465.1099854,465.9100037,464.5700073,465.1700134,465.1700134,309250000
8/18/1994,465.1000061,465.1000061,462.2999878,463.1700134,463.1700134,287330000
8/19/1994,463.25,464.3699951,461.8099976,463.6799927,463.6799927,276630000
8/22/1994,463.6099854,463.6099854,461.4599915,462.3200073,462.3200073,235870000
8/23/1994,462.3900146,466.5799866,462.3900146,464.5100098,464.5100098,307240000
8/24/1994,464.5100098,469.0499878,464.5100098,469.0299988,469.0299988,310510000
8/25/1994,469.0700073,470.1199951,467.6400146,468.0799866,468.0799866,284230000
8/26/1994,468.0799866,474.6499939,468.0799866,473.7999878,473.7999878,305120000
8/29/1994,473.8900146,477.1400146,473.8900146,474.5899963,474.5899963,266080000
8/30/1994,474.5899963,476.6099854,473.5599976,476.0700073,476.0700073,294520000
8/31/1994,476.0700073,477.5899963,474.4299927,475.4899902,475.4899902,354650000
9/1/1994,475.4899902,475.4899902,471.7399902,473.1700134,473.1700134,282830000
9/2/1994,473.2000122,474.8900146,470.6700134,470.9899902,470.9899902,216150000
9/6/1994,471,471.9200134,469.6400146,471.8599854,471.8599854,199670000
9/7/1994,471.8599854,472.4100037,470.2000122,470.9899902,470.9899902,290330000
9/8/1994,470.9599915,473.3999939,470.8599854,473.1400146,473.1400146,295010000
9/9/1994,473.1300049,473.1300049,466.5499878,468.1799927,468.1799927,293360000
9/12/1994,468.1799927,468.4200134,466.1499939,466.2099915,466.2099915,244680000
9/13/1994,466.269989,468.7600098,466.269989,467.5100098,467.5100098,293370000
9/14/1994,467.5499878,468.8599854,466.8200073,468.7999878,468.7999878,297480000
9/15/1994,468.7999878,474.8099976,468.7900085,474.8099976,474.8099976,281920000
9/16/1994,474.8099976,474.8099976,470.0599976,471.1900024,471.1900024,410750000
9/19/1994,471.2099915,473.1499939,470.6799927,470.8500061,470.8500061,277110000
9/20/1994,470.8299866,470.8299866,463.3599854,463.3599854,463.3599854,326050000
9/21/1994,463.4200134,464.0100098,458.4700012,461.4599915,461.4599915,351830000
9/22/1994,461.4500122,463.2200012,460.9599915,461.269989,461.269989,305210000
9/23/1994,461.269989,462.1400146,459.0100098,459.6700134,459.6700134,300060000
9/26/1994,459.6499939,460.8699951,459.3099976,460.8200073,460.8200073,272530000
9/27/1994,460.8200073,462.75,459.8299866,462.0499878,462.0499878,290330000
9/28/1994,462.1000061,465.5499878,462.1000061,464.8399963,464.8399963,330020000
9/29/1994,464.8399963,464.8399963,461.5100098,462.2399902,462.2399902,302280000
9/30/1994,462.269989,465.2999878,461.9100037,462.7099915,462.7099915,291900000
10/3/1994,462.6900024,463.3099976,460.3299866,461.7399902,461.7399902,269130000
10/4/1994,461.769989,462.4599915,454.0299988,454.5899963,454.5899963,325620000
10/5/1994,454.5899963,454.5899963,449.269989,453.519989,453.519989,359670000
10/6/1994,453.519989,454.4899902,452.1300049,452.3599854,452.3599854,272620000
10/7/1994,452.3699951,455.6700134,452.1300049,455.1000061,455.1000061,284230000
10/10/1994,455.1199951,459.2900085,455.1199951,459.0400085,459.0400085,213110000
10/11/1994,459.0400085,466.3399963,459.0400085,465.7900085,465.7900085,355540000
10/12/1994,465.7799988,466.7000122,464.7900085,465.4700012,465.4700012,269550000
10/13/1994,465.5599976,471.2999878,465.5599976,467.7900085,467.7900085,337900000
10/14/1994,467.7799988,469.5299988,466.1099854,469.1000061,469.1000061,251770000
10/17/1994,469.1099854,469.8800049,468.1600037,468.9599915,468.9599915,238490000
10/18/1994,469.019989,469.1900024,466.5400085,467.6600037,467.6600037,259730000
10/19/1994,467.6900024,471.4299927,465.9599915,470.2799988,470.2799988,317030000
10/20/1994,470.3699951,470.3699951,465.3900146,466.8500061,466.8500061,331460000
10/21/1994,466.6900024,466.6900024,463.8299866,464.8900146,464.8900146,315310000
10/24/1994,464.8900146,466.3699951,460.7999878,460.8299866,460.8299866,282800000
10/25/1994,460.8299866,461.9500122,458.2600098,461.5299988,461.5299988,326110000
10/26/1994,461.5499878,463.769989,461.2200012,462.6199951,462.6199951,322570000
10/27/1994,462.6799927,465.8500061,462.6199951,465.8500061,465.8500061,327790000
10/28/1994,465.8399963,473.7799988,465.7999878,473.769989,473.769989,381450000
10/31/1994,473.7600098,474.7399902,472.3299866,472.3500061,472.3500061,302820000
11/1/1994,472.2600098,472.2600098,467.6400146,468.4200134,468.4200134,314940000
11/2/1994,468.4100037,470.9200134,466.3599854,466.5100098,466.5100098,331360000
11/3/1994,466.5,468.6400146,466.3999939,467.9100037,467.9100037,285170000
11/4/1994,467.9599915,469.2799988,462.2799988,462.2799988,462.2799988,280560000
11/7/1994,462.3099976,463.5599976,461.25,463.0700073,463.0700073,255030000
11/8/1994,463.0799866,467.5400085,463.0700073,465.6499939,465.6499939,290860000
11/9/1994,465.6499939,469.9500122,463.4599915,465.3999939,465.3999939,337780000
11/10/1994,465.3999939,467.7900085,463.730011,464.3699951,464.3699951,280910000
11/11/1994,464.1700134,464.1700134,461.4500122,462.3500061,462.3500061,220800000
11/14/1994,462.4400024,466.2900085,462.3500061,466.0400085,466.0400085,260380000
11/15/1994,466.0400085,468.5100098,462.9500122,465.0299988,465.0299988,336450000
11/16/1994,465.0599976,466.25,464.2799988,465.6199951,465.6199951,296980000
11/17/1994,465.7099915,465.8299866,461.4700012,463.5700073,463.5700073,323190000
11/18/1994,463.6000061,463.8399963,460.25,461.4700012,461.4700012,356730000
11/21/1994,461.6900024,463.4100037,457.5499878,458.2999878,458.2999878,293030000
11/22/1994,457.9500122,458.0299988,450.0799866,450.0899963,450.0899963,387270000
11/23/1994,450.0100098,450.6099854,444.1799927,449.9299927,449.9299927,430760000
11/25/1994,449.9400024,452.8699951,449.9400024,452.2900085,452.2900085,118290000
11/28/1994,452.2600098,454.1900024,451.0400085,454.1600037,454.1600037,265480000
11/29/1994,454.230011,455.1700134,452.1400146,455.1700134,455.1700134,286620000
11/30/1994,455.1700134,457.1300049,453.269989,453.6900024,453.6900024,298650000
12/1/1994,453.5499878,453.9100037,447.9700012,448.9200134,448.9200134,285920000
12/2/1994,448.9200134,453.3099976,448,453.2999878,453.2999878,284750000
12/5/1994,453.2999878,455.0400085,452.0599976,453.3200073,453.3200073,258490000
12/6/1994,453.2900085,453.9299927,450.3500061,453.1099854,453.1099854,298930000
12/7/1994,453.1099854,453.1099854,450.0100098,451.230011,451.230011,283490000
12/8/1994,451.230011,452.0599976,444.5899963,445.4500122,445.4500122,362290000
12/9/1994,445.4500122,446.980011,442.8800049,446.9599915,446.9599915,336440000
12/12/1994,446.9500122,449.480011,445.6199951,449.4700012,449.4700012,285730000
12/13/1994,449.519989,451.6900024,449.4299927,450.1499939,450.1499939,307110000
12/14/1994,450.0499878,456.1600037,450.0499878,454.9700012,454.9700012,355000000
12/15/1994,454.9700012,456.8399963,454.5,455.3399963,455.3399963,332790000
12/16/1994,455.3500061,458.7999878,455.3500061,458.7999878,458.7999878,481860000
12/19/1994,458.7799988,458.7799988,456.6400146,457.9100037,457.9100037,271850000
12/20/1994,458.0799866,458.4500122,456.3699951,457.1000061,457.1000061,326530000
12/21/1994,457.2399902,461.7000122,457.1700134,459.6099854,459.6099854,379130000
12/22/1994,459.6199951,461.2099915,459.3299866,459.6799927,459.6799927,340330000
12/23/1994,459.7000122,461.3200073,459.3900146,459.8299866,459.8299866,196540000
12/27/1994,459.8500061,462.730011,459.8500061,462.4700012,462.4700012,211180000
12/28/1994,462.4700012,462.4899902,459,460.8599854,460.8599854,246260000
12/29/1994,460.9200134,461.8099976,460.3599854,461.1700134,461.1700134,250650000
12/30/1994,461.1700134,462.1199951,459.2399902,459.269989,459.269989,256260000
1/3/1995,459.2099915,459.269989,457.2000122,459.1099854,459.1099854,262450000
1/4/1995,459.1300049,460.7200012,457.5599976,460.7099915,460.7099915,319510000
1/5/1995,460.730011,461.2999878,459.75,460.3399963,460.3399963,309050000
1/6/1995,460.3800049,462.4899902,459.4700012,460.6799927,460.6799927,308070000
1/9/1995,460.6700134,461.769989,459.7399902,460.8299866,460.8299866,278790000
1/10/1995,460.8999939,464.5899963,460.8999939,461.6799927,461.6799927,352450000
1/11/1995,461.6799927,463.6099854,458.6499939,461.6600037,461.6600037,346310000
1/12/1995,461.6400146,461.9299927,460.6300049,461.6400146,461.6400146,313040000
1/13/1995,461.6400146,466.4299927,461.6400146,465.9700012,465.9700012,336740000
1/16/1995,465.9700012,470.3900146,465.9700012,469.3800049,469.3800049,315810000
1/17/1995,469.3800049,470.1499939,468.1900024,470.0499878,470.0499878,331520000
1/18/1995,470.0499878,470.4299927,468.0299988,469.7099915,469.7099915,344660000
1/19/1995,469.7200012,469.7200012,466.3999939,466.9500122,466.9500122,297220000
1/20/1995,466.9500122,466.9899902,463.9899902,464.7799988,464.7799988,378190000
1/23/1995,464.7799988,466.230011,461.1400146,465.8200073,465.8200073,325830000
1/24/1995,465.8099976,466.8800049,465.4700012,465.8599854,465.8599854,315430000
1/25/1995,465.8599854,469.5100098,464.3999939,467.4400024,467.4400024,342610000
1/26/1995,467.4400024,468.6199951,466.8999939,468.3200073,468.3200073,304730000
1/27/1995,468.3200073,471.3599854,468.3200073,470.3900146,470.3900146,339510000
1/30/1995,470.3900146,470.519989,467.4899902,468.5100098,468.5100098,318550000
1/31/1995,468.5100098,471.0299988,468.1799927,470.4200134,470.4200134,411590000
2/1/1995,470.4200134,472.75,469.2900085,470.3999939,470.3999939,395310000
2/2/1995,470.3999939,472.7900085,469.9500122,472.7900085,472.7900085,322110000
2/3/1995,472.7799988,479.9100037,472.7799988,478.6499939,478.6499939,441000000
2/6/1995,478.6400146,481.9500122,478.3599854,481.1400146,481.1400146,325660000
2/7/1995,481.1400146,481.3200073,479.6900024,480.8099976,480.8099976,314660000
2/8/1995,480.8099976,482.6000061,480.3999939,481.1900024,481.1900024,318430000
2/9/1995,481.1900024,482,479.9100037,480.1900024,480.1900024,325570000
2/10/1995,480.1900024,481.9599915,479.5299988,481.4599915,481.4599915,295600000
2/13/1995,481.4599915,482.8599854,481.0700073,481.6499939,481.6499939,256270000
2/14/1995,481.6499939,482.9400024,480.8900146,482.5499878,482.5499878,300720000
2/15/1995,482.5499878,485.5400085,481.769989,484.5400085,484.5400085,378040000
2/16/1995,484.5599976,485.2200012,483.0499878,485.2200012,485.2200012,360990000
2/17/1995,485.1499939,485.2200012,481.9700012,481.9700012,481.9700012,347970000
2/21/1995,481.9500122,483.2600098,481.9400024,482.7200012,482.7200012,308090000
2/22/1995,482.7399902,486.1499939,482.4500122,485.0700073,485.0700073,339460000
2/23/1995,485.0700073,489.1900024,485.0700073,486.9100037,486.9100037,394280000
2/24/1995,486.8200073,488.2799988,485.7000122,488.1099854,488.1099854,302930000
2/27/1995,488.2600098,488.2600098,483.1799927,483.8099976,483.8099976,285790000
2/28/1995,483.8099976,487.4400024,483.769989,487.3900146,487.3900146,317220000
3/1/1995,487.3900146,487.8299866,484.9200134,485.6499939,485.6499939,362600000
3/2/1995,485.6499939,485.7099915,483.1900024,485.1300049,485.1300049,330030000
3/3/1995,485.1300049,485.4200134,483.0700073,485.4200134,485.4200134,330840000
3/6/1995,485.4200134,485.7000122,481.519989,485.6300049,485.6300049,298870000
3/7/1995,485.6300049,485.6300049,479.7000122,482.1199951,482.1199951,355550000
3/8/1995,482.1199951,484.0799866,481.5700073,483.1400146,483.1400146,349780000
3/9/1995,483.1400146,483.7399902,482.0499878,483.1600037,483.1600037,319320000
3/10/1995,483.1600037,490.3699951,483.1600037,489.5700073,489.5700073,382940000
3/13/1995,489.5700073,491.2799988,489.3500061,490.0499878,490.0499878,275280000
3/14/1995,490.0499878,493.6900024,490.0499878,492.8900146,492.8900146,346160000
3/15/1995,492.8900146,492.8900146,490.8299866,491.8800049,491.8800049,309540000
3/16/1995,491.8699951,495.7399902,491.7799988,495.4100037,495.4100037,336670000
3/17/1995,495.4299927,496.6700134,494.9500122,495.519989,495.519989,417380000
3/20/1995,495.519989,496.6099854,495.269989,496.1400146,496.1400146,301740000
3/21/1995,496.1499939,499.1900024,494.0400085,495.0700073,495.0700073,367110000
3/22/1995,495.0700073,495.6700134,493.6700134,495.6700134,495.6700134,313120000
3/23/1995,495.6700134,496.769989,494.1900024,495.9500122,495.9500122,318530000
3/24/1995,496.0700073,500.9700012,496.0700073,500.9700012,500.9700012,358370000
3/27/1995,500.9700012,503.2000122,500.9299927,503.2000122,503.2000122,296270000
3/28/1995,503.1900024,503.9100037,501.8299866,503.8999939,503.8999939,320360000
3/29/1995,503.9200134,508.1499939,500.9599915,503.1199951,503.1199951,385940000
3/30/1995,503.1700134,504.6600037,501,502.2200012,502.2200012,362940000
3/31/1995,501.9400024,502.2200012,495.7000122,500.7099915,500.7099915,353060000
